,Cruise,Station,yyyy-mm-ddThh:mm:ss.sss,Longitude [degrees_east],Latitude [degrees_north],Bot. Depth [m],Operator's Cruise Name,CTDPRS [dbar],Cast Identifier,Sampling Device,Bottle Number,BODC Bottle Number,DEPTH [m],CTDTMP [deg C],CTDSAL [pss-78],OXYGEN [umol/kg],CTDOXY [umol/kg],PHSPHT [umol/kg],SILCAT [umol/kg],NITRAT [umol/kg],NITRIT [umol/kg],TALK [umol/kg],DIC [umol/kg],H2O_2_D_DELTA_BOTTLE [per mil],H2O_18_D_DELTA_BOTTLE [per mil],Al_D_CONC_BOTTLE [nmol/kg],STANDARD_DEV,Ba_D_CONC_BOTTLE [nmol/kg],Cd_D_CONC_BOTTLE [nmol/kg],Fe_D_CONC_BOTTLE [nmol/kg],Fe_D_CONC_BOTTLE_FIA [nmol/kg],STANDARD_DEV.1,Mn_D_CONC_BOTTLE [nmol/kg],STANDARD_DEV.2,Mo_D_CONC_BOTTLE [nmol/kg],Ni_D_CONC_BOTTLE [nmol/kg],Pb_D_CONC_BOTTLE [pmol/kg],U_D_CONC_BOTTLE [nmol/kg],Zn_D_CONC_BOTTLE [nmol/kg],Y_D_CONC_BOTTLE [pmol/kg],La_D_CONC_BOTTLE [pmol/kg],Pa_231_D_CONC_BOTTLE [uBq/kg],STANDARD_DEV.3,Th_230_D_CONC_BOTTLE [uBq/kg],STANDARD_DEV.4,Th_232_D_CONC_BOTTLE [pmol/kg],STANDARD_DEV.5,Th_234_D_CONC_BOTTLE [mBq/kg],STANDARD_DEV.6
1722,GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,25.2,15_05_ROS,CTD,22,632669,25,17.72,36.41,0,220.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1723,GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,26.2,15_06_UCC,UCCTD,22,632741,26,17.773,36.428001,0,216.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1724,GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,26.2,15_01_ROS,CTD,23,632456,26,17.737,36.407001,0,223.6,0.03,0.2,0.3,0.06,2382.5,2086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1725,GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,27.2,15_02_UCC,UCCTD,23,632528,27,17.748,36.412998,0,217.8,0.02,0.2,0.3,0.07,0,0,0,0,11.5512,0.10732,0,0.0034,0.03,0.04293,0.00293,0.58537,0.0078,0,2.08,20.97,0,0.03,122.24,11.16,0,0,0,0,0,0,0,0
1726,GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,50.4,15_05_ROS,CTD,21,632666,50,17.715,36.41,0,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1727,GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,50.4,15_05_ROS,CTD,20,632663,50,17.715,36.41,0,219.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.4878,1.85366
1728,GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,51.4,15_02_UCC,UCCTD,22,632525,51,17.701,36.407001,0,215.7,0.03,0.2,0.3,0.07,0,0,0,0,11.4732,0.04878,0,0.0033,0.03,0.04878,0.00098,0.57561,0.0039,0,2.08,21.03,0,0.06,121.66,11.42,0,0,0,0,0,0,0,0
1729,GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,52.4,15_06_UCC,UCCTD,21,632738,52,17.772,36.428001,0,214.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1730,GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,52.4,15_01_ROS,CTD,22,632453,52,17.695,36.403,0,221.8,0.03,0.2,0.3,0.06,2383.3,2085.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1731,GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,53.4,15_06_UCC,UCCTD,20,632735,53,17.772,36.428001,0,215.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1732,GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,74.6,15_05_ROS,CTD,19,632660,74,17.565,36.403,0,216.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1733,GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,75.6,15_01_ROS,CTD,21,632450,75,17.648,36.400002,0,220.4,0.04,0.3,0.5,0.09,2383.3,2088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1734,GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,75.6,15_02_UCC,UCCTD,21,632522,75,17.593,36.403999,0,212.9,0.04,0.3,0.7,0.14,0,0,0,0,12.9463,0.01951,0,0.0044,0.04,0.03317,0.00293,0.56585,0.00683,0,2.09,22.14,0,0.02,122.73,11.6,0,0,0,0,0,0,0,0
1735,GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,75.6,15_05_ROS,CTD,18,632657,75,17.563,36.404999,0,217.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.5122,1.65854
1736,GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,100.8,15_05_ROS,CTD,16,632651,100,17.235,36.412998,0,208.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.0488,1.95122
1737,GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,101.8,15_06_UCC,UCCTD,19,632732,101,17.396,36.453999,0,201.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1738,GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,101.8,15_02_UCC,UCCTD,20,632519,101,17.239,36.382999,0,209,0.09,0.8,1.4,0.3,0,0,0,0,15.8634,0.32195,0,0.0072,0.02,0.04098,0.00098,0.57561,0.0039,0,2.11,22.09,0,0.04,126.52,13.28,0,0,0,0,0,0,0,0
1739,GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,101.8,15_05_ROS,CTD,17,632654,101,17.241,36.412998,0,210.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1740,GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,103.8,15_01_ROS,CTD,20,632447,103,17.24,36.383999,0,215.8,0.1,0.9,1.7,0.33,2384.7,2101.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1741,GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,151.2,15_05_ROS,CTD,14,632645,150,16.794,36.368,0,205.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.6098,1.65854
1742,GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,152.2,15_05_ROS,CTD,15,632648,151,16.795,36.367001,0,205.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1743,GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,152.2,15_01_ROS,CTD,19,632444,151,16.73,36.327999,0,186.7,0.34,2.1,6.4,0.02,2379.8,2124.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1744,GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,152.2,15_02_UCC,UCCTD,19,632516,151,16.659,36.32,0,180.1,0.34,2.1,6.4,0.03,0,0,0,0,24.6244,0.27317,0,0.0492,0.16,0.14927,0.00293,0.22439,0.00293,0,2.31,23.26,0,0.07,131.03999,15.66,0,0,0,0,0,0,0,0
1745,GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,154.2,15_06_UCC,UCCTD,18,632729,153,16.862,36.384998,0,197.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1746,GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,201.6,15_05_ROS,CTD,13,632642,200,16.725,36.360001,0,205.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1747,GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,201.6,15_02_UCC,UCCTD,18,632513,200,16.431,36.283001,0,184.5,0.35,2.1,6.5,0.02,0,0,0,0,24.0878,0.58537,0,0.0561,0.21,0.18341,0.00488,0.2439,0,0,2.34,23.29,0,0.06,129.85001,15.54,0,0,0,0,0,0,0,0
1748,GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,201.6,15_05_ROS,CTD,12,632639,200,16.726,36.359001,0,205.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.561,2.04878
1749,GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,202.6,15_06_UCC,UCCTD,17,632726,201,16.711,36.359001,0,199.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1750,GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,202.6,15_01_ROS,CTD,18,632441,201,16.75,36.368,0,206.5,0.23,1.6,4.4,0.02,2383.1,2113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1751,GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,250,15_01_ROS,CTD,17,632438,248,16.478,36.304001,0,202.8,0.28,1.8,5.2,0.01,2378.5,2115.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1752,GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,252,15_05_ROS,CTD,10,632633,250,16.531,36.314999,0,203.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.6829,2.2439
1753,GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,252,15_05_ROS,CTD,11,632636,250,16.531,36.314999,0,203.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1754,GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,252,15_02_UCC,UCCTD,17,632510,250,16.395,36.290001,0,196.4,0.3,1.9,5.6,0.02,0,0,0,0,23.8927,0.19512,0,0.0487,0.2,0.17366,0.00195,0.36098,0.00098,0,2.31,23.21,0,0.13,129.48,15.29,0,0,0,0,0,0,0,0
1755,GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,304.5,15_02_UCC,UCCTD,16,632507,302,15.542,36.103001,0,174.5,0.51,3,8.9,0.02,0,0,0,0,22.6732,0.06829,0,0.0876,0.26,0.22732,0.00098,0.1561,0.00195,0,2.53,24.66,0,0.36,133.56,17.47,0,0,0,0,0,0,0,0
1756,GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,305.5,15_01_ROS,CTD,16,632435,303,15.832,36.154999,0,184.2,0.45,2.7,8,0.01,2368.4,2130.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1757,GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,306.5,15_06_UCC,UCCTD,16,632723,304,15.786,36.152,0,180.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1758,GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,402.4,15_05_ROS,CTD,8,632627,399,14.054,35.841,0,163.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.9268,1.95122
1759,GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,403.4,15_05_ROS,CTD,9,632630,400,14.053,35.837002,0,164.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760,GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,405.4,15_02_UCC,UCCTD,15,632504,402,13.67,35.785,0,155.3,0.83,5.6,13.9,0.01,0,0,0,0,19.3366,0.00976,0,0.166,0.35,0.37756,0.00878,0.11707,0.00195,0,3.08,26.9,0,0.44,132.05,18.94,0,0,0,0,0,0,0,0
1761,GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,406.4,15_01_ROS,CTD,15,632432,403,14.147,35.849998,0,166.3,0.74,4.9,12.7,0.01,2345.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1762,GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,406.4,15_06_UCC,UCCTD,15,632720,403,14.181,35.862,0,160.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1763,GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,505.4,15_02_UCC,UCCTD,14,632501,501,12.051,35.551998,0,145.4,1.08,8,17.7,0.01,0,0,0,0,17.0049,0.12683,0,0.2322,0.45,0.39122,0.01366,0.11707,0.00098,0,3.4,30.25,0,0.89,130.81,19.65,0,0,0,0,0,0,0,0
1764,GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,505.4,15_05_ROS,CTD,3,632612,501,12.213,35.580002,0,158.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1765,GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,505.4,15_05_ROS,CTD,5,632618,501,12.214,35.581001,0,158.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1766,GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,505.4,15_06_UCC,UCCTD,14,632717,501,12.594,35.626999,0,146.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1767,GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,505.4,15_05_ROS,CTD,6,632621,501,12.216,35.581001,0,158.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1768,GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,505.4,15_05_ROS,CTD,4,632615,501,12.215,35.580002,0,159.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769,GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,505.4,15_05_ROS,CTD,1,632606,501,12.215,35.581001,0,158.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1770,GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,506.4,15_05_ROS,CTD,2,632609,502,12.211,35.582001,0,157.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1771,GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,506.4,15_05_ROS,CTD,7,632624,502,12.216,35.580002,0,159.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.2683,2.04878
1772,GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,509.4,15_01_ROS,CTD,14,632429,505,12.234,35.574001,0,153,1.05,7.9,17.3,0.01,2333.9,2150.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1773,GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,633.7,15_06_UCC,UCCTD,12,632711,628,9.96,35.310001,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1774,GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,634.7,15_06_UCC,UCCTD,13,632714,629,9.956,35.310001,0,143.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1775,GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,642.8,15_01_ROS,CTD,13,632426,637,9.56,35.25,0,147.5,1.37,12,21.9,0.01,2325.6,2186.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1776,GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,643.8,15_02_UCC,UCCTD,13,632498,638,9.626,35.259998,0,139.6,1.37,11.8,21.8,0.01,0,0,0,0,14.0293,0.0878,0,0.3135,0.61,0.52976,0.00585,0.1561,0.00293,0,3.94,34.83,0,1.06,131.69,21.74,0,0,0,0,0,0,0,0
1777,GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,891.5,15_06_UCC,UCCTD,10,632705,883,7.131,35.221001,0,185.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1778,GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,893.6,15_06_UCC,UCCTD,11,632708,885,7.064,35.202999,0,186.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1779,GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,1009.9,15_03_ROS,CTD,23,632600,1000,6.41,35.201,0,209.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1780,GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,1009.9,15_03_ROS,CTD,24,632603,1000,6.413,35.202,0,210.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1781,GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,1009.9,15_02_UCC,UCCTD,12,632495,1000,6.42,35.209,0,204.4,1.21,11.6,18.9,0.01,0,0,0,0,15.6,0.11707,0,0.2682,0.74,0.64,0.01073,0.10732,0.00098,0,3.86,45.55,0,1.42,134.75999,22.04,0,0,0,0,0,0,0,0
1782,GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,1011,15_03_ROS,CTD,21,632594,1001,6.396,35.200001,0,209.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1783,GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,1011,15_03_ROS,CTD,22,632597,1001,6.407,35.201,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1784,GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,1016,15_01_ROS,CTD,12,632423,1006,6.283,35.202,0,212.7,1.19,11.5,18.5,0.01,2325.4,2179.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1785,GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,1263.2,15_02_UCC,UCCTD,11,632492,1250,4.896,35.049999,0,234.4,1.17,11.5,18.1,0.01,0,0,0,0,14.2537,0.0878,0,0.2642,0.84,0.77463,0.01268,0.14634,0.0039,0,3.76,40.22,0,1.39,135.97,23.3,0,0,0,0,0,0,0,0
1786,GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,1266.2,15_01_ROS,CTD,11,632420,1253,5.034,35.074001,0,236.3,1.17,11.6,18.2,0.01,2317.6,2173.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1787,GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,1516.7,15_02_UCC,UCCTD,10,632489,1500,4.252,34.987999,0,247.9,1.15,11.6,17.8,0.01,0,0,0,0,12.6732,0.16585,0,0.262,0.83,0.71707,0.00683,0.16585,0.00098,0,3.74,40.3,0,1.65,135.78999,22.8,0,0,0,0,0,0,0,0
1788,GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,1517.8,15_01_ROS,CTD,10,632075,1501,4.226,34.978001,0,252.4,1.16,11.6,17.7,0,2311.7,2167.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1789,GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,1518.8,15_03_ROS,CTD,20,632591,1502,4.466,35.027,0,245.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1790,GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,1770.6,15_02_UCC,UCCTD,9,632486,1750,4.075,34.993,0,249.3,1.16,12.5,17.9,0.01,0,0,0,0,13.0049,0.07805,0,0.2649,0.8,0.77171,0.02439,0.1561,0.00098,0,3.96,42.04,0,1.5,133.50999,21.99,0,0,0,0,0,0,0,0
1791,GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,1771.6,15_01_ROS,CTD,9,632072,1751,4.089,34.994999,0,252,1.16,12.8,17.8,0.01,2313,2167.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1792,GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,2017.6,15_03_ROS,CTD,19,632588,1993,3.63,34.943001,0,259.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1793,GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,2018.6,15_03_ROS,CTD,17,632582,1994,3.628,34.943001,0,259.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1794,GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,2018.6,15_03_ROS,CTD,18,632585,1994,3.628,34.944,0,259.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1795,GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,2020.7,15_03_ROS,CTD,16,632579,1996,3.626,34.943001,0,259.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1796,GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,2024.7,15_02_UCC,UCCTD,8,632483,2000,3.582,34.941002,0,259.2,1.16,13.1,17.7,0.01,0,0,0,0,14,0.18537,0,0.2608,0.73,0.68098,0.01951,0.16585,0.00195,0,3.75,42.79,0,1.6,132.64,21.85,0,0,0,0,0,0,0,0
1797,GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,2025.8,15_01_ROS,CTD,8,632069,2001,3.605,34.942001,0,260.3,1.16,13.1,17.7,0.01,2311.9,2163.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1798,GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,2027.8,15_06_UCC,UCCTD,9,632702,2003,3.652,34.949001,0,257.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1799,GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,2533.9,15_02_UCC,UCCTD,7,632480,2500,3.297,34.949001,0,257.4,1.18,16.7,17.9,0.01,0,0,0,0,16.9171,0.14634,0,0.2716,0.72,0.7922,0.02829,0.13658,0.00195,0,4.03,33.65,0,1.59,136.37,22.58,0,0,0,0,0,0,0,0
1800,GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,2535,15_03_ROS,CTD,15,632576,2501,3.255,34.941002,0,259.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1801,GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,2537,15_01_ROS,CTD,7,632066,2503,3.289,34.941002,0,260.1,1.18,16.3,17.8,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1802,GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,3043.3,15_02_UCC,UCCTD,6,632477,2999,2.913,34.933998,0,260.3,1.2,20.4,18.2,0.01,0,0,0,0,19.7854,0.22439,0,0.2846,0.55,0.49561,0.01463,0.12683,0.00293,0,4.11,25.45,0,1.67,139.67999,24.43,0,0,0,0,0,0,0,0
1803,GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,3046.4,15_06_UCC,UCCTD,8,632699,3002,2.916,34.937,0,258.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1804,GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,3046.4,15_01_ROS,CTD,6,632063,3002,2.921,34.933998,0,258.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1805,GA02,15,2010-05-19T00:32:00.000,309.21811,37.5345,5441,PE319,3046.4,15_06_UCC,UCCTD,7,632696,3002,2.915,34.937,0,258.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
